id,question_english,topic,category
PHN_GEN_COM_RTN_04,"I'd like to know about your personal habits when making phone calls. Who do you contact most frequently, how long do your calls usually last, and do you tend to multitask while talking?",전화기,일반
PHN_GEN_COM_SPC_07,"While smartphones are generally easy to use, we sometimes need help with specific features, apps, or battery issues. Tell me about a time when you faced a problem using your cell phone. What exactly went wrong, and who did you reach out to for help to fix the situation?",전화기,일반
PHN_GEN_COM_SPC_08,"Can you tell me about a particularly memorable phone conversation you've had recently? Perhaps a friend shared some exciting news, or something hilarious happened while you were chatting. Tell me the story from beginning to end and explain why it sticks in your mind.",전화기,일반
PHN_RP_COM_Q11_01,"I'd like to give you a situation and ask you to act it out. You are planning to upgrade to a new mobile phone. Call a local electronics store, explain what kind of features you need, and ask three or four questions to find out about the models they currently have in stock.",전화기,롤플레이
PHN_RP_COM_Q11_02,"I'd like to give you a situation and ask you to act it out. You and a friend are going on an international trip and want to use your smartphones abroad. Call your mobile service provider, explain your travel plans, and ask three or four questions to learn about roaming options, data charges, and anything else you need to prepare.",전화기,롤플레이
PHN_RP_COM_Q11_03,"I'd like to give you a situation and ask you to act it out. Your friend just bought the newest version of the exact same smartphone you currently own. Since you are curious about upgrading, ask your friend three or four questions regarding the phone's new features and overall performance.",전화기,롤플레이
PHN_RP_COM_Q12_04,"I'm sorry, but there is a problem which I'll need you to resolve. After unboxing your new smartphone, you realize it is missing several key features you specifically asked for. Call the store, explain what is missing, and arrange to exchange it for the right model.",전화기,롤플레이
PHN_RP_COM_Q12_05,"I'm sorry, but there is a problem which I'll need you to resolve. Right before departing on your overseas trip, you find out your friend's phone isn't set up for international roaming, even though yours is. Talk to your friend and offer two or three solutions to fix this communication issue.",전화기,롤플레이
PHN_RP_COM_Q12_06,"I'm sorry, but there is a problem which I'll need you to resolve. Your friend just sent an important document to your smartphone, but you can't open or read the file format. Contact your friend, explain the technical glitch, and offer two or three ways they can resend it to you.",전화기,롤플레이
PHN_RP_COM_SPC_07,That's the end of the situation. Have you ever experienced an unexpected problem or hardware issue with your cell phone? Tell me about that specific situation and how you managed to get the device fixed or replaced. Provide all the details about what made the experience so unforgettable.,전화기,롤플레이
PHN_RP_COM_SPC_08,"That's the end of the situation. Have you ever had to go through the process of setting up a brand new smartphone? Tell me about a specific time you did this. Did you face any challenges transferring your old contacts, photos, or apps to the new device? Describe exactly what happened during the setup process.",전화기,롤플레이
PHN_RP_COM_SPC_09,"That's the end of the situation. People often experience cell phone issues while traveling or commuting, such as the battery dying or losing network signal. Tell me about a specific time when you faced difficulties using your phone while on the move, and how you managed without it.",전화기,롤플레이
PHN_RP_COM_SPC_10,That's the end of the situation. Have you ever experienced an unexpected problem or hardware issue with your cell phone? Tell me about that specific situation and how you managed to get the device fixed or replaced. Provide all the details about what made the experience so unforgettable.,전화기,롤플레이
PHR_GEN_COM_DESC_01,"Describe a drugstore or pharmacy situated near your residence. What does the storefront look like, what items are displayed inside, and how friendly is the staff?",약국,일반
PHR_GEN_COM_RCT_03,"Can you tell me about a recent experience you had visiting a pharmacy? What kind of medicine or items did you need to pick up, and how would you describe the service you received from the pharmacist?",약국,일반
PHR_GEN_COM_RTN_02,Tell me about the typical reasons you visit a pharmacy. What specific items do you usually purchase or what services do you seek out while you are there?,약국,일반
PHR_GEN_COM_SPC_04,Tell me about a surprisingly memorable experience you encountered while visiting a local pharmacy. What exactly happened from the moment you walked in until you left? Tell me everything in detail.,약국,일반
PTY_RP_COM_Q11_01,"I'd like to give you a situation and ask you to act it out. An old friend just invited you to a get-together at their place. Call your friend and ask three or four questions to find out all the details, like when to arrive and what kind of food or drinks you should bring.",파티,롤플레이
PTY_RP_COM_Q11_02,"I'd like to give you a situation and ask you to act it out. You just received an invitation to a holiday party. Call the host and ask when the event kicks off, what items you can bring, and a couple more questions to clarify the plans.",파티,롤플레이
PTY_RP_COM_Q11_03,"I'd like to give you a situation and ask you to act it out. Your friend is planning to host a holiday party and wants your help organizing it. Call your friend and ask three or four questions about the date, the location, and any special themes they have in mind.",파티,롤플레이
PTY_RP_COM_Q12_04,"I'm sorry, but there is a problem which I'll need you to resolve. You just realized you already have a conflicting commitment on the evening of your friend's party. Call your friend, explain the double-booking situation, and offer two or three alternatives to make up for missing the event.",파티,롤플레이
PTY_RP_COM_Q12_05,"I'm sorry, but there is a problem which I'll need you to resolve. You were just involved in a minor fender bender and realize you are going to be extremely late for the holiday party. Call your friend, explain the accident, and offer two or three alternatives for how to handle the rest of the evening.",파티,롤플레이
PTY_RP_COM_Q12_06,"I'm sorry, but there is a problem which I'll need you to resolve. After agreeing to help organize a party, your schedule gets unexpectedly packed the week prior. Call your friend, explain your sudden lack of free time, and offer two or three suggestions on how you can both still get the party planned efficiently.",파티,롤플레이
PTY_RP_COM_SPC_07,"That's the end of the situation. Can you tell me about a highly memorable visit you made to see your family or friends? Start with some basic background, like when and where it took place. Then, tell me the whole story of what made that specific visit so special.",파티,롤플레이
PTY_RP_COM_SPC_08,"That's the end of the situation. Have you ever set up plans for a trip or a party, but had to call it off at the last minute because of a sudden emergency? Describe everything that happened and why you couldn't go.",파티,롤플레이
PTY_RP_COM_SPC_09,"That's the end of the situation. Tell me about a time when you genuinely wanted to attend a party or a special celebration, but couldn't make it for some reason. What exactly happened? Share the complete story from beginning to end.",파티,롤플레이
RCA_RP_COM_Q11_01,I'd like to give you a situation and ask you to act it out. You need to rent a vehicle for an upcoming week-long trip. Call the car rental agency and ask three or four questions to gather all the necessary information about their rental options and rates.,렌터카,롤플레이
RCA_RP_COM_Q11_02,I'd like to give you a situation and ask you to act it out. You are visiting New York City for a vacation and need a vehicle. Approach the desk at a car rental agency and ask the agent three or four questions about renting a car for the entire week.,렌터카,롤플레이
RCA_RP_COM_Q12_03,"I'm sorry, but there is a problem which I'll need you to resolve. You just picked up your rental car, but you've noticed several mechanical issues with the vehicle. Call the car rental agency, explain the specific defects, and suggest two or three ways to fix the problem.",렌터카,롤플레이
RCA_RP_COM_Q12_04,"I'm sorry, but there is a problem which I'll need you to resolve. You arrive at the rental agency to pick up a specific type of car, but they inform you that they are completely out of stock. Speak to the manager, explain why you desperately need that particular model, and propose two or three alternatives.",렌터카,롤플레이
RCA_RP_COM_Q12_05,"I'm sorry, but there is a problem which I'll need you to resolve. You are at the car rental counter, but the agent refuses to give you the car because they are unfamiliar with your international driver's license. Explain to the agent exactly what your license states and offer two or three alternatives to prove it is valid.",렌터카,롤플레이
RCA_RP_COM_SPC_06,"That's the end of the situation. Have you ever had to rent a vehicle for a trip? Tell me about a specific time you rented a car. When and where did you pick it up, why did you need it, and what was your destination? Share all the details of that driving experience.",렌터카,롤플레이
RCA_RP_COM_SPC_07,"That's the end of the situation. Can you tell me about a highly memorable vacation experience, whether it was due to an unexpected event or just because it was incredibly fun? Start by sharing when the trip took place, your destination, and who accompanied you, then describe the rest of the story.",렌터카,롤플레이
RCY_ADV_COM_Q14_01,"The handling of recyclable materials has definitely changed over the years. Tell me how the collection process used to be handled in the past, and describe how it has evolved into the system we use today.",재활용,어드밴스
RCY_ADV_COM_Q14_02,"Describe what the general attitude toward recycling was like when you were a child. Did people actively sort their trash back then, or did they just throw everything away? How have people's perspectives on recycling changed over the years?",재활용,어드밴스
RCY_ADV_COM_Q15_03,"Stories about recycling and environmental protection are frequently featured in the media. Tell me about a recent news story you've heard regarding these topics. Describe exactly what the issue was, what happened, and how the general public reacted to it in detail.",재활용,어드밴스
RCY_ADV_COM_Q15_04,What are some of the major stories in the news today concerning recycling or the environment? Please describe what current news reports are focusing on and why it is such an important issue.,재활용,어드밴스
RCY_GEN_COM_CHILD_04,Tell me what the recycling process was like when you were a child. Was there a designated place or special containers for recyclables? Describe exactly how you handled this household chore and who taught you how to do it.,재활용,일반
RCY_GEN_COM_DESC_01,Recycling is a common practice. Tell me about the various types of items you typically sort out for recycling. What specific materials do you make sure to recycle on a regular basis?,재활용,일반
RCY_GEN_COM_RTN_02,"I'd like to know about the recycling system in your country. What types of materials do people usually sort out, and how exactly do they handle their recyclables?",재활용,일반
RCY_GEN_COM_RTN_03,"How do you usually handle recycling at home? Please explain the exact steps you take, from sorting the items to taking them out, from beginning to end.",재활용,일반
RCY_GEN_COM_SPC_05,"Can you tell me about a memorable story or an unexpected experience you had related to recycling? Perhaps you faced an issue with sorting your trash, or had a disagreement with someone about the recycling rules. Describe what happened and how you handled it in detail.",재활용,일반
RCY_GEN_COM_SPC_06,"Recycling can sometimes be tricky or lead to unexpected issues. For instance, the collection truck might be late, or the bins might tip over. Tell me about a memorable problem that happened to you or your family while dealing with recycling, and how you handled it.",재활용,일반
RCY_RP_COM_Q11_01,I'd like to give you a situation and ask you to act it out. You recently moved into a new apartment building and need to figure out the local recycling rules. Call the building manager and ask three or four questions to clearly understand their recycling policies.,재활용,롤플레이
RCY_RP_COM_Q11_02,I'd like to give you a situation and ask you to act it out. You just moved into a large apartment complex. Call the front desk receptionist and ask three or four questions to gather details about the building's specific recycling system.,재활용,롤플레이
RCY_RP_COM_Q12_03,"I'm sorry, but there is a problem which I'll need you to resolve. A new neighbor from abroad has been throwing regular trash into the recycling bins because they don't know the local policies, and other residents are getting upset. Speak to this new neighbor, politely explain the recycling rules, and offer a few suggestions to help them out in the future.",재활용,롤플레이
RCY_RP_COM_Q12_04,"I'm sorry, but there is a problem which I'll need you to resolve. You recently hosted a large party and left a massive amount of recycling and garbage outside the next day, which led a neighbor to complain to you. Explain the situation to your neighbor, apologize, and offer two or three suggestions to resolve the issue peacefully.",재활용,롤플레이
RCY_RP_COM_SPC_05,"Do you remember the very first time you were introduced to the concept of recycling? Tell me how you found out about it, including how old you were and who explained the process to you. Describe the experience in detail from start to finish.",재활용,롤플레이
RCY_RP_COM_SPC_06,"Describe a specific time when you struggled with the recycling process. For example, you might have moved to a new neighborhood with unfamiliar rules, or accidentally sorted items into the wrong bins. Describe what happened and how you corrected it from beginning to end.",재활용,롤플레이
REL_RP_SEL_Q11_01,"I'd like to give you a situation and ask you to act it out. A family member is leaving for a vacation, and you've agreed to house-sit for them while they are away. Call your relative and ask three or four questions to make sure you know exactly what your responsibilities will be.",친척집,롤플레이
REL_RP_SEL_Q12_02,"I'm sorry, but there is a problem which I'll need you to resolve. You arrived at your relative's house to house-sit, but the door is locked and the spare key is missing. Call your relative at their hotel, leave a voicemail explaining the situation, and offer two or three ways to get inside.",친척집,롤플레이
REL_RP_SEL_SPC_03,"That's the end of the situation. Have you ever promised to do a favor for a friend or family member, but later found out you couldn't keep your word? Give me all the details regarding what you initially agreed to, what went wrong, and how you cleared up the misunderstanding.",친척집,롤플레이
RES_RP_SEL_Q11_01,"I'd like to give you a situation and ask you to act it out. You are currently in the market for a new house. Call a local real estate agent, introduce yourself, and ask three or four questions to learn more about the properties and services they can provide.",부동산,롤플레이
RES_RP_SEL_Q12_02,"I'm sorry, but there is a problem which I'll need you to resolve. You just moved into your new home and discovered a shattered window. Call the local repair shop and leave a message detailing the damage, how you think it broke, and two or three reasons why they need to fix it immediately today.",부동산,롤플레이
RES_RP_SEL_SPC_03,"That's the end of the situation. Have you ever been shocked to find something damaged or broken inside your home? Tell me the story of what exactly you discovered, how it got ruined, and the steps you took to fix the problem.",부동산,롤플레이
RST_ADV_COM_Q14_01,There is a growing trend in the restaurant industry to offer healthier menu options to attract health-conscious consumers. What specific changes have you observed regarding this healthy eating trend over the last few years?,음식점,어드밴스
RST_ADV_COM_Q14_02,"What kinds of changes in the restaurant industry or dining-out culture have you noticed over the last few years? How was eating out different in the past, and what factors do you think brought about these changes?",음식점,어드밴스
RST_ADV_COM_Q14_03,"Many fast-food joints and delivery restaurants are now offering much healthier menu choices. Why do you think this shift has happened in recent years? Do you think it's a result of consumer demand, market competition, or something else entirely?",음식점,어드밴스
RST_ADV_COM_Q15_04,"The main advantage of massive chain restaurants like McDonald's is that consumers always know exactly what to expect regarding the menu and prices. On the other hand, are there distinct advantages to dining at small, local restaurants? How would you compare the two in terms of the overall dining experience?",음식점,어드밴스
RST_ADV_COM_Q15_05,"When your friends or family members debate over restaurants they love or hate, what specific characteristics do they usually discuss the most? For instance, do they focus on the atmosphere, service, or food quality? How do these factors affect their overall dining experiences?",음식점,어드밴스
RST_ADV_COM_Q15_06,What are the latest trends people are talking about when it comes to takeout or food delivery services? It could involve ordering through specialized apps or the introduction of unique menu options. Discuss the major changes you have personally observed recently in the food delivery industry.,음식점,어드밴스
RST_GEN_COM_CHILD_11,"Tell me about how you first discovered a very special grocery store or food market. It could be a local farmer's market or a new specialty shop in your neighborhood. How did you hear about it, and what was your very first visit like?",음식점,일반
RST_GEN_COM_CMP_10,Describe for me a specific dining place you remember visiting when you were young. What was the atmosphere and food like back then? How was that place different from the restaurants you usually go to these days?,음식점,일반
RST_GEN_COM_DESC_01,"Tell me about a dining spot located near your house. What specific dishes are on the menu, and how reasonable are their prices? Tell me how frequently you visit this place and what makes it your favorite.",음식점,일반
RST_GEN_COM_DESC_02,"Do you have a preferred cuisine, like Italian, Korean, or Mexican? Tell me about your absolute favorite style of restaurant. What signature dishes do they offer, and what makes the dining experience special?",음식점,일반
RST_GEN_COM_DESC_03,"Describe a restaurant you frequently visit that serves authentic international or ethnic cuisine. Tell me everything about its atmosphere, the menu, and why you highly recommend it.",음식점,일반
RST_GEN_COM_DESC_04,"Tell me about the dining establishments in your country. What does a standard restaurant look like, and what kind of atmosphere does it usually have?",음식점,일반
RST_GEN_COM_DESC_05,Do you have a go-to restaurant for take-out or food delivery? Tell me about the types of meals they offer and why you prefer ordering from them.,음식점,일반
RST_GEN_COM_RCT_12,"When was the last time you ate at a restaurant with an international or ethnic menu? Who did you go with, and what were you celebrating? Tell me the entire story of that visit, including exactly what you ordered.",음식점,일반
RST_GEN_COM_RCT_13,"Tell me the story of the last time you had a chance to dine out at a restaurant. Which place did you choose, who accompanied you, and what kind of dishes did you try? Tell me everything that happened during that meal from start to finish.",음식점,일반
RST_GEN_COM_RCT_14,When was the last time you ordered a take-out or delivery meal? Tell me exactly what kind of food you got from the restaurant and how the overall experience was. Were you satisfied with the quality of the delivery?,음식점,일반
RST_GEN_COM_RTN_06,"Tell me about your usual routine when dining out at a restaurant. Describe the entire process step by step, from the moment you walk in to the time you leave.",음식점,일반
RST_GEN_COM_RTN_07,Tell me about your typical routine for getting take-out or delivery food. Do you usually use a smartphone app or call the restaurant directly? What specific dishes do you frequently order?,음식점,일반
RST_GEN_COM_RTN_08,"How do busy professionals typically manage their meals during the workweek? Do they mostly dine out, order delivery, or prepare their own food? Describe their general eating habits.",음식점,일반
RST_GEN_COM_RTN_09,"What is your usual routine for dinner on a weekday? Do you cook for yourself, or do you prefer eating out or ordering delivery? Who do you normally share your evening meals with?",음식점,일반
RST_GEN_COM_SPC_15,Have you ever ordered delivery or take-out food to cater a large gathering or special event? It could have been for a family party or an office meeting. Tell me the whole story of how you managed the food order for that specific occasion.,음식점,일반
RST_GEN_COM_SPC_16,"Tell me about a time when you were dining out and experienced something completely unexpected or out of the ordinary. Take me through the entire incident from start to finish, explaining exactly what happened.",음식점,일반
RST_RP_COM_Q11_01,I'd like to give you a situation and ask you to act it out. You found out that your friend's family member just opened up a new restaurant. Ask your friend three or four questions to learn more about the menu and decide if you want to order food from there.,음식점,롤플레이
RST_RP_COM_Q11_02,"I'd like to give you a situation and ask you to act it out. A friend has invited you out to dinner tomorrow night at a restaurant you have never visited before. Call your friend, leave a voicemail, and ask three or four questions to get an idea of what the restaurant is like.",음식점,롤플레이
RST_RP_COM_Q11_03,I'd like to give you a situation and ask you to act it out. You are interested in checking out a newly opened restaurant in your area. Call the restaurant and ask three or four questions about their dishes and prices to see if it's worth visiting.,음식점,롤플레이
RST_RP_COM_Q11_04,"I'd like to give you a situation and ask you to act it out. You are trying to find a newly opened store, but you are completely lost. You notice a restaurant nearby that is currently open. Walk into the restaurant and ask the staff three or four questions to get directions to the store.",음식점,롤플레이
RST_RP_COM_Q12_05,"I'm sorry, but there is a problem which I'll need you to resolve. You ordered lunch delivery for a meeting at work, but you realize the driver brought someone else's order. Call the restaurant, speak to the manager, and offer two or three solutions to get the correct food as fast as possible.",음식점,롤플레이
RST_RP_COM_Q12_06,"I'm sorry, but there is a problem which I'll need you to resolve. On your way to the restaurant, you get stuck in massive traffic due to a road accident. Call your friend's cell phone, leave a voicemail explaining the delay, and offer two or three alternative plans.",음식점,롤플레이
RST_RP_COM_Q12_07,"I'm sorry, but there is a problem which I'll need you to resolve. You just finished a fantastic meal at a new restaurant, but when it's time to pay, you realize your wallet is at home. Explain your embarrassing situation to the staff and suggest a few ways to settle the bill.",음식점,롤플레이
RST_RP_COM_Q12_08,"I'm sorry, but there is a problem which I'll need you to resolve. After leaving the restaurant to go shopping, you realize you accidentally left your wallet at your table. Call the restaurant, explain what happened, and suggest a way for them to keep the wallet safe until you return.",음식점,롤플레이
RST_RP_COM_SPC_09,"That's the end of the situation. Tell me about a time when you went out for a special dining experience with your family, friends, or coworkers. What exactly were you celebrating, where did you go, and what happened during the meal? Tell me the whole story from start to finish.",음식점,롤플레이
RST_RP_COM_SPC_10,"That's the end of the situation. Have you ever had a highly memorable or unexpected experience while heading out to a restaurant? Perhaps a friend got lost on the way, or something interesting occurred during the meal itself. Explain your experience in detail, from start to finish.",음식점,롤플레이
RST_RP_COM_SPC_11,"That's the end of the situation. Tell me about a truly memorable experience you had while dining at a restaurant. Perhaps the food was completely different from what you expected, or you had a strange encounter with another customer. Tell me everything about the incident and how it played out.",음식점,롤플레이
RST_RP_COM_SPC_12,That's the end of the situation. Has a similar situation ever happened to you? Have you ever accidentally left a valuable item behind or struggled to find something extremely important? Tell me in detail about the time you lost it and what you did to try and get it back.,음식점,롤플레이
SAL_GEN_COM_CMP_07,"How have the overall hairstyles and salon trends in your country changed over recent years? What specific haircuts are popular right now, and how do they compare to the styles from the past?",미용실,일반
SAL_GEN_COM_DESC_01,"Describe the specific hair salon or barbershop you regularly visit. What does the interior look like, how is the overall vibe, and what makes it your preferred spot?",미용실,일반
SAL_GEN_COM_DESC_02,Why do you prefer going to a particular hair salon? Describe the establishment in detail and explain the unique treatments or customer care that keep you coming back.,미용실,일반
SAL_GEN_COM_DESC_03,How do you decide which hair salon to patronize? Describe the stylist who normally cuts your hair and explain what makes their skills worth recommending to your friends.,미용실,일반
SAL_GEN_COM_DESC_04,"What specific criteria matter most when you select a hair salon? Do you prioritize the cost of the haircut, the skill level of the staff, or the interior design of the shop?",미용실,일반
SAL_GEN_COM_DESC_05,"What are the typical worries customers face when trying to find a new hair salon? Describe the main elements they evaluate, like location or service quality, and explain why those details are crucial.",미용실,일반
SAL_GEN_COM_RTN_06,"Can you describe your routine when visiting a hair salon? Take me through the entire process, from walking in and interacting with the staff to receiving your usual services.",미용실,일반
SAL_GEN_COM_SPC_08,"Tell me about a memorable experience you had when going in for a haircut. What exactly happened at the salon, why does it stand out in your memory, and how did you feel about the whole situation?",미용실,일반
SAL_GEN_COM_SPC_09,"Tell me about a time when you left a hair salon completely unsatisfied with your new hairstyle. What exactly went wrong with the cut or color, and how did you handle the awkward situation with the stylist?",미용실,일반
SHP_ADV_SEL_Q14_01,You indicated in the survey that you go shopping. The way people shop has definitely changed a great deal over the years. Talk about the most significant differences between shopping in the past and the retail trends we see today.,쇼핑,어드밴스
SHP_ADV_SEL_Q15_02,"What specific kinds of products or retail services are shoppers talking about the most these days? Why do you think these items are generating so much hype and interest? Tell me in detail about the products, what people are saying about them, and the reasons behind their popularity.",쇼핑,어드밴스
SHP_GEN_SEL_CHILD_05,"Tell me about your earliest memories of shopping and how you first started to enjoy it. Who did you usually go with, and what kinds of items did you look for? Describe a specific experience that shaped your current shopping habits.",쇼핑,일반
SHP_GEN_SEL_CHILD_06,"Think back to your early memories of shopping. Is there a specific store or market from your childhood that stands out? Describe what the place looked like, what kinds of things you bought there, and what your overall impressions were.",쇼핑,일반
SHP_GEN_SEL_DESC_01,"You indicated in the survey that you go shopping. Tell me about the major retail shops or malls in your region. What kind of items do they sell, and what is the overall shopping environment like?",쇼핑,일반
SHP_GEN_SEL_DESC_02,"Where do you typically head to when you need to purchase new items? What specific goods do you look for, and what makes this particular shopping location stand out?",쇼핑,일반
SHP_GEN_SEL_DESC_03,"You indicated in the survey that you go shopping. I'd like to hear more about your personal shopping preferences. Where are your favorite places to shop, who normally accompanies you, and what makes the experience enjoyable?",쇼핑,일반
SHP_GEN_SEL_RTN_04,Describe your usual routine when you go out for a day of shopping. Tell me everything you do from the moment you leave your house until you come back.,쇼핑,일반
SHP_GEN_SEL_SPC_07,"Sometimes, funny or unexpected situations occur while we are out shopping. Tell me the story of a highly memorable shopping trip you had. Perhaps you bumped into an old friend, or the product you bought turned out to be defective. Describe the incident in detail and explain why you still remember it.",쇼핑,일반
SHP_GEN_SEL_SPC_08,"You have likely had various interesting experiences while shopping—some pleasant, some amusing, and some problematic. Tell me about one specific shopping experience in as much detail as possible. Where were you, what exactly happened, how did people react, and what was the final outcome?",쇼핑,일반
SLF_SYS_SYS_UNK_01,Let's start the interview now. Tell me something about yourself.,자기소개,Introduction
SPK_SYS_SYS_UNK_01,My name is Ava. What's your name?,스피커 테스트,장비점검
STR_RP_SEL_Q11_01,I'd like to give you a situation and ask you to act it out. You're walking past your favorite store and notice a sign advertising a huge clearance sale. Go inside and ask a staff member three or four questions to find out everything you can about the discounts.,상점문의,롤플레이
STR_RP_SEL_Q11_02,"I'd like to give you a situation and ask you to act it out. You just heard that your favorite retail store is having a massive sale. Call the store, leave a message, and ask three or four questions to get more specific information about this promotional event.",상점문의,롤플레이
STR_RP_SEL_Q11_03,I'd like to give you a situation and ask you to act it out. A friend just told you about an amazing sale going on at one of your favorite shops. Call your friend and ask three or four questions to figure out exactly what kind of deals they are offering.,상점문의,롤플레이
STR_RP_SEL_Q11_04,"I'd like to give you a situation and ask you to act it out. A brand new store just opened up in your neighborhood, and your friend has already been there. Call your friend and ask three or four questions to gather more information about what the store is like.",상점문의,롤플레이
STR_RP_SEL_Q12_05,"I'm sorry, but there is a problem which I'll need you to resolve. After returning home with a newly purchased item, you discover that it is damaged. Call the store to explain the situation clearly and suggest a few ways you would like to resolve the issue.",상점문의,롤플레이
STR_RP_SEL_Q12_06,"I'm sorry, but there is a problem which I'll need you to resolve. After checking your receipt at home, you realize you were charged the full amount instead of the sale price for your items. Contact the store, explain the billing error, and provide two or three options to fix the mistake.",상점문의,롤플레이
STR_RP_SEL_Q12_07,"I'm sorry, but there is a problem which I'll need you to resolve. You bought several items during a big sale, but upon arriving home, you are shocked to find that one item is missing from your bags. Call the store, leave a detailed message explaining what happened, and suggest a few ways to retrieve the missing item.",상점문의,롤플레이
STR_RP_SEL_Q12_08,"I'm sorry, but there is a problem which I'll need you to resolve. You accidentally left your wallet behind at the checkout counter of a store. Call the shop, explain your stressful situation, and offer two or three alternatives to safely get your wallet back.",상점문의,롤플레이
STR_RP_SEL_SPC_09,"That's the end of the situation. Have you ever spent money on a product that turned out to be completely damaged or simply didn't work? Tell me about that specific item. Explain what it was, what was wrong with it out of the box, and how you managed to resolve the situation.",상점문의,롤플레이
STR_RP_SEL_SPC_10,"That's the end of the situation. Have you ever encountered an unexpected problem while shopping? For instance, maybe a store ran out of the exact item you needed, or the price was surprisingly high. Tell me about that problem in detail and what you ultimately did to deal with it.",상점문의,롤플레이
STR_RP_SEL_SPC_11,"That's the end of the situation. I'd like to now hear about a shopping experience of yours that was particularly memorable. It could involve finding the perfect gift, a unique interaction with a cashier, or a frustrating purchase issue. Can you describe the circumstances, what you were buying, and how things turned out in the end?",상점문의,롤플레이
STR_RP_SEL_SPC_12,"That's the end of the situation. Have you ever accidentally left a personal belonging behind at a restaurant or a retail store? It could have been your wallet, smartphone, or any other valuable item. Tell me about the incident and give me all the details on how you retrieved it.",상점문의,롤플레이
STV_ADV_SEL_Q14_01,You indicated in the survey that you stay at home for vacations. How do most people in your country currently spend their time off? How does that compare to the way people spent their vacations when you were growing up? Discuss how and why these vacation trends have changed over time.,집에서 보내는 휴가,어드밴스
STV_ADV_SEL_Q15_02,"Experts constantly state that taking vacations is crucial for everyone's well-being. Take a minute to explain the major benefits of having vacation time when it comes to a person's physical health, interpersonal relationships, and overall personal growth.",집에서 보내는 휴가,어드밴스
STV_GEN_SEL_DESC_01,"You indicated in the survey that you stay at home for vacations. Who are the friends or family members you prefer to invite over, and what do you usually enjoy doing together during your time off?",집에서 휴가,일반
STV_GEN_SEL_RCT_03,"Describe exactly what you did during the last vacation that you spent entirely at home. Who did you spend your time off with, and how did you pass the time each day? Please give me a full description of your staycation from the first to the last day.",집에서 휴가,일반
STV_GEN_SEL_RTN_02,Describe your typical routine when you spend your vacation at home. What kinds of activities do you usually enjoy doing with the people who visit you during your time off?,집에서 휴가,일반
STV_GEN_SEL_SPC_04,"Could you tell me about a highly unusual or surprisingly satisfying experience you had while spending your vacation at home? Give me all the details about what exactly happened, who else was involved, and why this particular staycation stands out in your memory.",집에서 휴가,일반
TEC_GEN_COM_CMP_03,"Technology has definitely changed over time. Tell me about one of your earliest memories of using a technological device, like an old computer or cell phone. What was the gadget like back then, and how has that specific technology evolved over the years?",기술,일반
TEC_GEN_COM_DESC_01,"What types of modern devices are widely utilized by the people in your country? Do they primarily rely on laptops, smartphones, or other smart gadgets on a daily basis?",기술,일반
TEC_GEN_COM_DESC_02,"Tell me about a specific electronic device that you rely on daily. What are its main functions, and how exactly does it assist you in your everyday life?",기술,일반
TEC_GEN_COM_SPC_04,"Our reliance on technology often leads to unexpected problems. Think about a time when you experienced a major issue because a device wasn't working properly, like a sudden computer crash or losing cell service. Tell me the full story of what happened and how you dealt with the situation.",기술,일반
TIR_RP_COM_Q11_01,"I'd like to give you a situation and ask you to act it out. You are currently writing a research report on the technology industry. Knowing that your friend is an expert in this field, call them up and ask three or four questions to gather more insightful information for your paper.",기술산업 보고서,롤플레이
TIR_RP_COM_Q12_02,"I'm sorry, but there is a problem which I'll need you to resolve. You were supposed to meet a friend to learn about their industry, but a sudden family emergency requires your immediate attention. Call your friend, explain the situation, and offer two or three alternatives to catch up later.",기술산업 보고서,롤플레이
TIR_RP_COM_SPC_03,"Tell me about a memorable time when you first discovered an exciting new product, such as a cutting-edge smartphone, a video game console, or a car. What was the item, and how did you originally find out about it? Tell me everything you did to learn more about this product from beginning to end.",기술산업 보고서,롤플레이
TRN_GEN_COM_CMP_03,How did you usually travel when you were a child? Were the available modes of transportation different back then compared to now? Describe for me how people in your neighborhood used to get around on a daily basis.,교통,일반
TRN_GEN_COM_DESC_01,Tell me about the public transportation system and commuting habits in your country. Do most citizens prefer driving their personal vehicles or taking the subway and buses?,교통,일반
TRN_GEN_COM_RTN_02,"Tell me about the modes of transportation you rely on in your daily life. What places do you frequently commute to, and which vehicles do you prefer using to get there?",교통,일반
TRN_GEN_COM_SPC_04,"Unexpected problems often arise when commuting, such as car breakdowns, delayed trains, or massive traffic jams. Tell me about a frustrating transportation issue you once faced. Explain exactly what happened and describe the steps you took to deal with the delay.",교통,일반
TRP_RP_SEL_Q11_01,"I'd like to give you a situation and ask you to act it out. You are planning a domestic trip to a popular tourist destination. Call a local travel agency and ask three or four questions about the best travel packages, accommodations, and must-see attractions.",여행,롤플레이
TRP_RP_SEL_Q11_02,"I'd like to give you a situation and ask you to act it out. You and a friend are organizing a vacation together and need professional help. Call a travel agency, briefly explain the type of trip you want, and ask three or four questions to finalize your travel arrangements.",여행,롤플레이
TRP_RP_SEL_Q11_03,"I'd like to give you a situation and ask you to act it out. You are planning an international trip for next month and need to book a flight. Contact a travel agency and ask three or four questions about available flight options, visa requirements, and ticket prices.",여행,롤플레이
