id,question_id,survey_type,topic_category,topic,question_title,question_english,question_korean,answer_type,audio_url,audio_generated_at,audio_voice
274,COM_TEC_RP_C1_03,롤플레이,롤플레이,기술 산업 정보 조사,신기한 신제품을 처음 알게 되었던 경험과 그 과정 설명,"That's the end of the situation. Tell me about a time you learned about an exciting new product. It might have been the first time you learned about smartphones, video games, cars or other products. Tell me about the product and how you learned about it. Tell me everything you did from beginning to end in as much detail as possible.","상황극이 끝났습니다. 신제품이나 새로운 물건에 대해 알게 됐던 경험이 있다면, 언제 어떻게 접했는지, 어떤 제품이었고, 무엇을 했는지 처음부터 끝까지 구체적으로 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_TEC_RP_C1_03.wav,2025-10-07 08:36:28.668+00,Aoede
275,COM_REN_RP_C2_01,롤플레이,롤플레이,차량 렌트,렌터카 대리점에 전화해 차량 렌트 관련 3~4가지 질문하기,I'd like to give you a situation and ask you to act it out. You need to rent a car for about a week. Call the rental agency and ask three or four questions to get all the information you need.,상황극입니다. 일주일 동안 쓸 렌터카가 필요해요. 렌터카 회사에 전화해서 궁금한 점을 3~4가지 질문해 주세요.,roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REN_RP_C2_01.wav,2025-10-07 08:37:08.659+00,Aoede
276,COM_REN_RP_C2_02,롤플레이,롤플레이,차량 렌트,뉴욕 여행 중 렌터카 대리점에서 차량 렌트 관련 3~4가지 질문하기,I'd like to give you a situation and ask you to act it out. You are visiting New York on vacation. You go to a car rental agency to rent a car. Imagine you are speaking to a rental car agent and ask three or four questions about renting a car for a week.,상황극입니다. 뉴욕으로 여행을 가서 렌터카 회사에 방문했어요. 렌터카를 1주일 동안 빌리고 싶어 직원에게 궁금한 점을 3~4가지 질문해 주세요.,roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REN_RP_C2_02.wav,2025-10-07 08:37:58.348+00,Aoede
277,COM_REN_RP_C2_03,롤플레이,롤플레이,차량 렌트,"외국 면허증으로 렌트 불확실, 면허증 설명 및 유효성 주장","I'm sorry, but there is a problem which I'll need you to resolve. I am not sure if I can let you rent a car because I am not familiar with your non-US driver's license. Can you explain to me what the license says and why it is the same as a valid US license?","상황극입니다. 렌터카 회사에서 비(非) 미국 면허라 대여가 어렵다고 해요. 본인 면허증에 대해 설명하고, 미국 면허와 동일함을 납득시켜 주세요.",roleplay_12,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REN_RP_C2_03.wav,2025-10-07 08:38:45.514+00,Aoede
278,COM_REN_RP_C2_04,롤플레이,롤플레이,차량 렌트,"원하는 차량이 없음, 원하는 이유 설명 + 대체 방안 제시","I'm sorry, but there is a problem which I'll need you to resolve. You want to rent a specific kind of car, but you find out that NONE are available. Call the manager and describe the situation. Explain why you want that particular kind of car and offer several alternatives to solve the problem.","상황극입니다. 특정 종류의 차량을 빌리려 했지만 모두 대여 중이라는 사실을 알게 됐어요. 매장 관리자에게 전화해 상황을 설명하고, 왜 꼭 그 차가 필요한지 이야기한 뒤, 여러 가지 대안을 제시해 주세요.",roleplay_12,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REN_RP_C2_04.wav,2025-10-07 08:39:36.969+00,Aoede
279,COM_REN_RP_C2_05,롤플레이,롤플레이,차량 렌트,"받은 차량에 문제 있음, 상황 설명 + 2~3가지 해결책 제시","I'm sorry, but there is a problem which I'll need you to resolve. You have received the rental car, but there are many problems with it. Call the rental agency and explain the situation. Give two to three alternatives.","상황극입니다. 렌터카를 받았는데 여러 문제가 있어요. 렌터카 회사에 전화해 문제를 설명하고, 2~3가지 해결 방안을 제시해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REN_RP_C2_05.wav,2025-10-07 08:40:19.072+00,Aoede
280,COM_REN_RP_C2_06,롤플레이,롤플레이,차량 렌트,차량 렌트했던 경험과 그때의 상황 설명,That's the end of the situation. Have you ever rented a car? Tell me about when you had to rent a car. When and where was it? Why did you need to rent a car? Where did you go? Tell me everything about that experience.,"상황극이 끝났습니다. 차를 렌트했던 경험이 있다면, 언제, 어디서, 왜 렌트했고 어디로 갔는지 등 모든 경험을 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REN_RP_C2_06.wav,2025-10-07 08:41:08.006+00,Aoede
281,COM_REN_RP_C2_07,롤플레이,롤플레이,차량 렌트,예상치 못한 사건 또는 즐거웠던 여행 경험 설명,"That's the end of the situation. Can you now tell me the story of an experience that you had while you were on one of your vacations that was memorable because something unexpected happened or because it was so enjoyable? Start this story by telling me when this happened, where you were, and who you were traveling with. And then tell me all the details of the story.","상황극이 끝났습니다. 여행 중에 예상치 못한 일이 생기거나 너무 즐거웠던 경험이 있다면, 언제, 어디서, 누구와 함께였는지, 그리고 어떤 일이 있었는지 자세히 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REN_RP_C2_07.wav,2025-10-07 08:42:00.823+00,Aoede
282,COM_MED_RP_C1_01,롤플레이,롤플레이,병원 예약,병원에 전화해 진료 예약 요청 + 의사 가능 시간 관련 3~4가지 질문하기,"I'd like to give you a situation and ask you to act it out. You need to make an appointment with your doctor. Call the office and describe what you need. Then, ask three or four questions to find out when the doctor is available.","상황극입니다. 병원에 진료 예약을 해야 해요. 병원에 전화해 필요한 점을 설명하고, 진료 가능 시간 등에 대해 3~4가지 궁금한 점을 질문해 주세요.",roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_MED_RP_C1_01.wav,2025-10-07 08:42:44.82+00,Aoede
283,COM_MED_RP_C1_02,롤플레이,롤플레이,병원 예약,예약 당일 방문 불가 상황 설명 + 재예약을 위한 제안,"I'm sorry, but there is a problem which I'll need you to resolve. On the day of your appointment, you realize that you will not be able to make it. Call the doctor's office and explain your situation in detail. Then, offer some suggestions as to when you can reschedule the appointment.","상황극입니다. 예약한 날 약속을 지킬 수 없게 됐어요. 병원에 전화해 상황을 자세히 설명하고, 다시 예약할 수 있는 날짜 등 해결 방안을 제시해 주세요.",roleplay_12,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_MED_RP_C1_02.wav,2025-10-07 08:43:31.719+00,Aoede
284,COM_MED_RP_C1_03,롤플레이,롤플레이,병원 예약,중요한 약속에 늦거나 놓친 경험과 당시 상황 설명,That's the end of the situation. Have you ever had an important appointment that you had to miss for some reason or perhaps you were late? Tell me in detail about an experience you had when you had trouble getting into an important appointment.,"상황극이 끝났습니다. 중요한 약속에 늦었거나, 가지 못했던 경험이 있다면, 어떤 상황이었고 어떻게 해결했는지 구체적으로 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_MED_RP_C1_03.wav,2025-10-07 08:44:15.29+00,Aoede
285,COM_NUT_RP_C1_01,롤플레이,롤플레이,영양 상담 예약,영양사에게 전화해 식단 개선 관련 정보 3~4가지 질문하기,You read about a professional nutritionist that helps people improve their diet. Call the nutritionist's office and ask three or four questions to get more information.,영양사에게 건강 상담을 받고 싶어서 사무실에 전화해 3~4가지 궁금한 점을 질문해 주세요.,roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_NUT_RP_C1_01.wav,2025-10-07 08:44:56.718+00,Aoede
286,COM_NUT_RP_C1_02,롤플레이,롤플레이,영양 상담 예약,"야근야근으로 상담 참석 불가, 영양사에게 전화해 상황 설명 + 대안 제시","You have an appointment to meet with a nutritionist who can help you make your diet healthier. However, on the day of the meeting, your boss asks you to work late. Call the nutritionist, explain the situation, and offer some alternatives.","영양사와 상담 약속이 있었지만, 상사가 야근을 시켜 못 가게 됐어요. 영양사에게 전화해 상황을 설명하고, 대체 일정을 2~3가지 제안해 주세요.",roleplay_12,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_NUT_RP_C1_02.wav,2025-10-07 08:45:43.424+00,Aoede
287,COM_NUT_RP_C1_03,롤플레이,롤플레이,영양 상담 예약,식단이나 운동 루틴을 바꾼 경험과 변화 계기 및 결과 설명,Describe a time when you made a significant change to your diet or exercise routine. What led to this change? How did it work out? Describe what happened in detail from beginning to end.,"식습관이나 운동 습관에 큰 변화를 준 경험이 있다면, 어떤 계기로 시작했고, 어떻게 달라졌는지 처음부터 끝까지 구체적으로 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_NUT_RP_C1_03.wav,2025-10-07 08:46:24.974+00,Aoede
288,COM_REA_RP_C1_01,롤플레이,롤플레이,부동산 (새 집 찾기),부동산 중개인에게 전화해 새 집과 서비스 관련 3~4가지 질문하기,"I'd like to give you a situation and ask you to act it out. You are looking for a new home. Call a real estate agent, introduce yourself, and then ask three or four questions about homes and services they offer.","상황극입니다. 새 집을 알아보고 있어요. 부동산 중개인에게 전화해 본인을 소개한 뒤, 집과 서비스에 대해 3~4가지 궁금한 점을 질문해 주세요.",roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REA_RP_C1_01.wav,2025-10-07 08:47:08.807+00,Aoede
289,COM_REA_RP_C1_02,롤플레이,롤플레이,부동산 (새 집 찾기),"입주한 집의 창문이 깨져 있음, 수리점에 메시지 남기기 + 상세 설명","I'm sorry, but there is a problem which I'll need you to resolve. When you get to your new home, you discover that a window is broken. Call the repair shop and leave a message. Describe in detail the condition of the window. Explain how you think the window got broken. Give two or three reasons why it is important that the window is fixed today.","상황극입니다. 이사한 집에 갔더니 창문이 깨져 있는 걸 발견했어요. 수리업체에 메시지를 남겨 창문 상태를 설명하고, 오늘 꼭 수리가 필요한 이유를 2~3가지 말해 주세요.",roleplay_12,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REA_RP_C1_02.wav,2025-10-07 08:47:58.683+00,Aoede
290,COM_REA_RP_C1_03,롤플레이,롤플레이,부동산 (새 집 찾기),집에서 예상치 못하게 고장 난 것을 발견한 경험 설명,"That's the end of the situation. Have you ever been surprised to discover something broken at home? Tell me the story of what you found, how it was broken and what you did to solve the problem.","상황극이 끝났습니다. 집에서 고장난 물건이나 문제가 생겨서 놀랐던 경험이 있다면, 그때 어떤 일이 있었고 어떻게 해결했는지 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_REA_RP_C1_03.wav,2025-10-07 08:48:40.963+00,Aoede
291,COM_SHO_RP_C1_01,롤플레이,롤플레이,쇼핑 정보 문의,세일 중인 매장에 대해 친구에게 전화해 3~4가지 질문하기,I'd like to know about a great sale happening at one of your favorite stores. Call your friend and ask three or four questions to find out as much as you can about the sale.,단골가게에서 큰 세일 소식을 들었어요. 친구에게 전화해 세일에 대해 3~4가지 궁금한 점을 질문해 주세요.,roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_SHO_RP_C1_01.wav,2025-10-07 08:49:21.483+00,Aoede
292,COM_SHO_RP_C1_02,롤플레이,롤플레이,쇼핑 정보 문의,새로 생긴 매장에 대해 친구에게 전화해 3~4가지 질문하기,I'd like to give you a situation and ask you to act it out. There is a newly opened store. Call your friend who knows about the new store and ask some questions about the store to get some information.,상황극입니다. 새로 오픈한 가게에 대해 친구가 잘 알아요. 친구에게 전화해 그 가게에 대해 궁금한 점을 여러 가지 물어보세요.,roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_SHO_RP_C1_02.wav,2025-10-07 08:50:04.962+00,Aoede
293,COM_SHO_RP_C1_03,롤플레이,롤플레이,쇼핑 정보 문의,"구매 후 집에 와보니 물건 하나가 없음, 매장에 메시지 남기기 + 해결방안 제시","I'm sorry, but there is a problem which I'll need you to resolve. You went to the sale and bought several items, but when you returned home, you are surprised to discover that one item is missing. Call the store and leave a message explaining your problem with as much detail as possible. Suggest several solutions to the situation.","상황극입니다. 세일에서 여러 물건을 샀는데 집에 와 보니 한 개가 빠져 있었습니다. 매장에 전화나 메시지로 문제를 자세히 설명하고, 해결책을 몇 가지 제안해 주세요.",roleplay_12,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_SHO_RP_C1_03.wav,2025-10-07 08:50:57.065+00,Aoede
294,COM_SHO_RP_C1_04,롤플레이,롤플레이,쇼핑 정보 문의,"지갑을 매장에 두고 옴, 매장에 전화해 상황 설명 + 대안 제시","I'm sorry, but there is a problem which I'll need you to resolve. You left your wallet behind at the store. Call the store and explain your situation. Give several alternatives to solve the problem.","상황극입니다. 지갑을 매장에 두고 왔어요. 매장에 전화해 상황을 설명하고, 해결 방안 여러 가지를 제시해 주세요.",roleplay_12,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_SHO_RP_C1_04.wav,2025-10-07 08:51:39.457+00,Aoede
295,COM_SHO_RP_C1_05,롤플레이,롤플레이,쇼핑 정보 문의,기억에 남는 쇼핑 경험 이야기하기,"I'd like to now know about your shopping experience that was particularly memorable. It might have been about a special gift you bought or perhaps an interesting experience with a salesperson or even a problem with the purchase. Can you talk about that memorable experience? Describe the circumstances, the items you bought, how things turned out in the end.","특별히 기억에 남는 쇼핑 경험이 있다면, 어떤 상황에서 무엇을 샀고, 어떻게 끝났는지 등 구체적으로 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_SHO_RP_C1_05.wav,2025-10-07 08:52:30.954+00,Aoede
296,COM_SHO_RP_C1_06,롤플레이,롤플레이,쇼핑 정보 문의,식당 또는 매장에서 중요한 물건 두고 온 경험 설명,"That's the end of the situation. Have you ever left something behind at a restaurant or at a store? It can be your wallet, your cell phone, or anything that was important. Give me all the details.","상황극이 끝났습니다. 식당이나 매장에서 중요한 물건을 두고 온 적이 있다면, 그때 어떤 물건이었고, 어떻게 해결했는지 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_SHO_RP_C1_06.wav,2025-10-07 08:53:15.003+00,Aoede
297,COM_FOO_RP_C1_01,롤플레이,롤플레이,식료품점 이용,친구에게 추천받은 식료품점에 대해 전화해 2~3가지 질문하기,Your friend has told you about a great food store. Call your friend and ask two or three questions about the food store he talked about.,친구가 좋은 식품점을 추천해줬어요. 친구에게 전화해 그 가게에 대해 2~3가지 궁금한 점을 질문해 주세요.,roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FOO_RP_C1_01.wav,2025-10-07 08:53:54.565+00,Aoede
298,COM_FOO_RP_C1_02,롤플레이,롤플레이,식료품점 이용,"구매한 식료품 중 일부가 누락됨, 매장에 전화해 문제 설명 + 해결 방안 제시","A new food store has opened in your neighborhood. You visited that store and purchased some items. However, when you got home, you found out that the clerk left out some items from your food cart. Call the store, explain the situation and make suggestions to solve the problem.","동네에 새 식품점이 생겨서 방문했는데, 집에 와 보니 계산한 물건 중 일부가 빠져 있었습니다. 매장에 전화해 상황을 설명하고, 해결책을 제시해 주세요.",roleplay_12,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FOO_RP_C1_02.wav,2025-10-07 08:54:43.396+00,Aoede
299,COM_FOO_RP_C1_03,롤플레이,롤플레이,식료품점 이용,자주 가는 식료품점에 대해 상세히 설명하기,Tell me about how you found a food store. Where is it located and why do you like going there? What do you like to shop for there? Give all the details about that food store you go to.,"좋아하는 식품점을 찾게 된 계기, 위치, 왜 그곳에 가는지, 무엇을 주로 사는지 등 자세하게 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_FOO_RP_C1_03.wav,2025-10-07 08:55:24.756+00,Aoede
300,COM_TRI_RP_C6_01,롤플레이,롤플레이,외국인의 방문 지원,방문 예정인 외국 친구에게 3~4가지 질문해 여행 정보 파악하기,"I want to visit your country. You want to help me, but you need more information. Ask me three of four questions to learn more about me and my trip.","제가 당신 나라에 방문할 예정인데, 더 알아야 할 점이 있어요. 저에게 3~4가지 질문을 해서 저와 여행 일정에 대해 더 알아가 주세요.",roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_TRI_RP_C6_01.wav,2025-10-07 08:56:05.246+00,Aoede
301,COM_TRI_RP_C6_02,롤플레이,롤플레이,외국인의 방문 지원,"공항 마중 예정이었으나 긴급 상황 발생, 음성 메시지로 상황 설명 + 대안 제시","I am arriving for visiting your country today. You are going to meet me at the airport, but you have some emergency and can not make it. Call my voice mail and leave a message. Explain the problem and give me two or three options so that I can get from the airport to your home.","제가 오늘 당신 나라에 도착했는데 공항에서 만나기로 한 약속에 갑자기 급한 일이 생겨서 못 가게 됐어요. 음성 메시지로 상황을 설명하고, 공항에서 집까지 갈 수 있는 2~3가지 방법을 안내해 주세요.",roleplay_12,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_TRI_RP_C6_02.wav,2025-10-07 08:56:55.772+00,Aoede
302,COM_TRI_RP_C6_03,롤플레이,롤플레이,외국인의 방문 지원,우리나라에 대해 흥미롭거나 인상 깊었던 사건 경험 설명,Tell me in detail about the time when you learned or realized something interesting about your country. Maybe you watched a sport event or observed the actions of your country's government that affected the citizens. Tell me about the experience from beginning to end.,"나라에 대해 새롭게 알게 된 경험이 있다면, 어떤 계기로 무엇을 배웠고, 그 경험이 어떻게 진행됐는지 처음부터 끝까지 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_TRI_RP_C6_03.wav,2025-10-07 08:57:40.656+00,Aoede
303,COM_TRI_RP_C7_01,롤플레이,롤플레이,공항 (비행 지연),공항 카운터 직원에게 비행 지연 관련 3~4가지 질문하기,"I'd like to give you a situation and ask you to act it out. You have arrived at the airport, but your flight has been delayed for 2 hours. Go to the counter and ask the person there three or four questions about the delay.",상황극입니다. 공항에 도착했는데 비행기가 2시간 연착됐어요. 안내 데스크에서 연착에 대해 3~4가지 궁금한 점을 질문해 주세요.,roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_TRI_RP_C7_01.wav,2025-10-07 08:58:24.302+00,Aoede
304,COM_TRI_RP_C7_02,롤플레이,롤플레이,공항 (비행 지연),"지연으로 업무 미팅 참석 불가, 고객에게 전화해 상황 설명 + 대안 제시","I'm sorry, but there is a problem which I'll need you to resolve. Because of the flight delay, you cannot attend a business meeting. Call your client, explain the situation, and offer some alternatives to solve the problem.","상황극입니다. 비행기 연착 때문에 중요한 미팅에 참석할 수 없게 됐어요. 거래처에 전화해 상황을 설명하고, 여러 가지 대안을 제시해 주세요.",roleplay_12,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_TRI_RP_C7_02.wav,2025-10-07 08:59:07.693+00,Aoede
305,COM_TRI_RP_C7_03,롤플레이,롤플레이,공항 (비행 지연),여행 중 겪었던 어려움과 대처 방법 설명,That's the end of the situation. Have you ever encountered any difficulties during a trip? Tell me about that experience and what you did to deal with that difficulty. Give me all the details about that experience.,"상황극이 끝났습니다. 여행 중에 겪었던 어려움이나 문제를 경험한 적이 있다면, 그때 어떤 일이 있었고 어떻게 대처했는지 구체적으로 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_TRI_RP_C7_03.wav,2025-10-09 01:29:04.789+00,Aoede
306,COM_TV_RP_C1_01,롤플레이,롤플레이,친구들과 영화 관람 준비,친구들과 함께 볼 영화를 정하기 위해 4~5가지 질문하기,I'd like to give you a situation and ask you to act it out. You are having a group of friends over to watch a movie. Ask your friends four to five questions about the kind of movie you should watch together.,상황극입니다. 친구들과 집에서 영화를 보기로 했어요. 어떤 영화를 볼지 4~5가지 질문을 하며 의견을 물어보세요.,roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_TV_RP_C1_01.wav,2025-10-09 01:29:46.473+00,Aoede
307,COM_TV_RP_C1_02,롤플레이,롤플레이,친구들과 영화 관람 준비,"영화를 재생하려 했으나 문제가 생김, 손님에게 상황 설명 + 대안 2~3가지 제시","I'm sorry, but there is a problem which I'll need you to resolve. When you try to play the movie, something is wrong and it does not play. Explain the problem to your guests and offer two or three different solutions or alternatives to the problem.","상황극입니다. 영화를 재생하려 했는데 재생이 안 돼요. 친구들에게 문제 상황을 설명하고, 2~3가지 해결 방안을 제시해 주세요.",roleplay_12,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_TV_RP_C1_02.wav,2025-10-07 09:01:03.286+00,Aoede
308,COM_TV_RP_C1_03,롤플레이,롤플레이,친구들과 영화 관람 준비,영화나 TV 이벤트를 보려 했지만 못 본 경험과 해결 과정 설명,"That's the end of the situation. Have you ever gone to a movie or wanted to watch a special TV event, and then something happened that prevented you from watching it? Tell me that experience, when it happened, where you were, and who you were with. Tell me all the details, especially what happened that prevented you from watching the movie or the TV event and how you dealt with the situation.","상황극이 끝났습니다. 영화나 특별한 TV 프로그램을 보러 가거나 보고 싶었는데, 어떤 일이 생겨서 결국 못 본 경험이 있다면, 언제 어디서 누구와 함께였고, 무슨 일이 있었는지, 또 어떻게 대처했는지 구체적으로 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_TV_RP_C1_03.wav,2025-10-09 01:30:40.498+00,Aoede
309,COM_BAN_RP_C1_01,롤플레이,롤플레이,은행 계좌 개설,은행에 전화해 계좌 개설 관련 서비스에 대해 3~4가지 질문하기,I'd like to give you a situation and ask you to act it out. You want to open a bank account. Call the bank and ask three to four questions about the services they offer to open an account.,상황극입니다. 은행 계좌를 개설하고 싶어요. 은행에 전화해서 계좌 개설 서비스에 대해 3~4가지 궁금한 점을 질문해 주세요.,roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_BAN_RP_C1_01.wav,2025-10-09 01:31:21.995+00,Aoede
310,COM_BAN_RP_C1_02,롤플레이,롤플레이,은행 계좌 개설,은행 창구에서 계좌 개설 위해 직원에게 3~4가지 질문하기,I'd like to give you a situation and ask you to act it out. You need to open a new bank account. Go to the bank and ask the bank representative three or four questions to learn everything about what you need to do to open an account.,상황극입니다. 새 은행 계좌를 만들어야 해요. 은행에 가서 창구 직원에게 계좌 개설 절차에 대해 3~4가지 질문을 해 보세요.,roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_BAN_RP_C1_02.wav,2025-10-09 01:32:06.354+00,Aoede
311,COM_BAN_RP_C1_03,롤플레이,롤플레이,은행 계좌 개설,"새로 받은 은행카드에 문제가 있어 사용 불가, 은행에 전화해 상황 설명 + 대안 제시","I'm sorry, but there is a problem which I'll need you to resolve. You just got your bank card, but there is problem and you can't use it. Call the bank, explain the situation, and offer some suggestions to get a new card.","상황극입니다. 새 은행카드를 받았는데 문제가 생겨서 사용할 수 없어요. 은행에 전화해 상황을 설명하고, 새 카드를 받기 위한 해결책을 제시해 주세요.",roleplay_12,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_BAN_RP_C1_03.wav,2025-10-09 01:32:51.997+00,Aoede
312,COM_BAN_RP_C1_04,롤플레이,롤플레이,은행 계좌 개설,"식당에 은행카드를 두고 옴, 식당에 전화해 카드 설명 + 반환 방법 안내","I'm sorry, but there is a problem which I'll need you to resolve. You have left your new bank card at the restaurant where you had dinner. Call the restaurant and explain what happened. Describe the card and tell them how to get the card back to you.","상황극입니다. 식당에서 저녁 식사 후 새 은행카드를 두고 온 것 같아요. 식당에 전화해서 상황을 설명하고, 카드를 어떻게 돌려받을 수 있을지 이야기해 주세요.",roleplay_12,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_BAN_RP_C1_04.wav,2025-10-09 01:33:37.151+00,Aoede
313,COM_BAN_RP_C1_05,롤플레이,롤플레이,은행 계좌 개설,ATM 이용 중 발생한 카드 관련 문제와 해결 방법 설명,"That's the end of the situation. Have you ever had any problems with your bank card when you were using an ATM? Perhaps, your card stuck in the machine. Or you found someone else's money or card. Describe the problem you had in detail.","상황극이 끝났습니다. ATM에서 은행카드를 사용할 때 문제를 겪은 경험이 있다면, 예를 들어 카드가 기계에 끼었거나 남의 카드나 현금을 발견한 적이 있다면, 어떤 상황이었고 어떻게 해결했는지 구체적으로 이야기해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_BAN_RP_C1_05.wav,2025-10-09 01:34:23.453+00,Aoede
314,COM_BAN_RP_C1_06,롤플레이,롤플레이,은행 계좌 개설,은행 계좌·신용카드·ATM 카드와 관련된 문제 상황 경험 설명,"That's the end of the situation. Can you remember an experience you had with a bank account, a credit card, or an ATM card that required some assistance? Perhaps, you lost your card or a card would not work. Tell me about that experience you had in as much detail as you can.","상황극이 끝났습니다. 은행 계좌, 신용카드, 혹은 ATM카드를 사용하다가 도움이 필요했던 경험이 있다면, 예를 들어 카드를 잃어버리거나 작동하지 않았던 상황 등, 그 경험을 최대한 자세히 말씀해 주세요.",past_experience_memorable,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_BAN_RP_C1_06.wav,2025-10-09 01:35:13.979+00,Aoede
315,COM_RES_RP_C1_01,롤플레이,롤플레이,식당 방문,길을 잃고 식당에 들어가 새로 생긴 가게 위치에 대해 3~4가지 질문하기,I'd like to give you a situation and ask you to act it out. You are trying to find a brand new store that just opened but you are lost. You see a restaurant that is open. Go into the restaurant and ask three or four questions to find out how to get to the store.,상황극입니다. 새로 생긴 가게를 찾아가려는데 길을 잃었어요. 근처 식당에 들어가서 그 가게로 가는 길에 대해 3~4가지 질문을 해 보세요.,roleplay_11,https://fkkdbnebsaecjpqhhdvl.supabase.co/storage/v1/object/public/audio-recordings/mock-test-questions/COM_RES_RP_C1_01.wav,2025-10-09 01:36:00.854+00,Aoede
